@relation sortaGarbia-weka.filters.unsupervised.attribute.Remove-R3-4

@attribute Topic {twitter,google,apple,microsoft}
@attribute Sentiment {negative,positive,neutral,irrelevant}
@attribute TweetText string

@data
google,neutral,'Why is everyone hating on Android IceCreamSandwich ICS everyoneisacritic os google'
twitter,neutral,'People arent the same as they wanna be perceived on twitterPlease believe Im that crazy bitch at work who slaps everyones ass in line'
twitter,irrelevant,'Wvn soi novato en Twitter me explica D'
twitter,neutral,'Can an algorithm be wrong Twitter Trends the specter of censorship and our faith in the algorithms around us'
google,neutral,'engineers google Manny Marroquin MannyMarroquin'
twitter,neutral,'Sleep Finally Twitter'
google,positive,'Google Nexus press conference slick'
google,neutral,'Just wonder how much time it will take throw an update of android ICS on Nexus S Please google make it quick this time'
google,irrelevant,'RT Consommation data affichée dans les paramtres avec mme une approximation de la consommation future google nexusprime'
apple,neutral,'Why doesnt the Genius have songs for Watch the Throne yet HUH'
microsoft,neutral,'Microsofts Steve Ballmer attacks Android phones Telegraph via'
twitter,neutral,'See What I Mean Twitter oO'
twitter,irrelevant,'Bom vou fechar esse Twitter porque ele está roubando os meus assuntos'
apple,irrelevant,'you can tell me tonight cracking open the vodka tonight if you fancy'
twitter,neutral,'So Tumblr is way more addictive than Twitter but i still love both of them and they can coincide with each other bromance'
twitter,neutral,'Gonna Crash Out Pretty Tired Night Twitterlt'
twitter,neutral,'Modern Day Autograph I like the way you put that twitter'
twitter,neutral,'I need unfollow some of these wannabe Gs RT RT Do real thugs have twitter confusedbymytimeline Hell no'
microsoft,irrelevant,'RT Microsoft presenta un teclado touch sobre cualquier superficie'
google,positive,'Thanks Android for admitting youre ugly New font is a good start ics google'
twitter,neutral,'watching a new interview with giving props to twitter glad to see her out on her own doing her own thang'
twitter,neutral,'Everybody a somebody on twitter FAKE ASSES'
twitter,neutral,'Night twitter lord please let that girl get some sleep'
microsoft,irrelevant,'Noti Bolivia Microsoft lanza sitio oficial de Skype'
twitter,neutral,'RT Ima Addicted To Twitter'
microsoft,positive,'Microsoft Cloud Microsoft offers students free access to its technologies to improve employability Dubbe TCN'
google,positive,'RT FINALLY Power Volume Screenshot No more rooting required Google ICS galaxynexus'
twitter,neutral,'welcomee to twitter'
twitter,neutral,'these chickz on twitter stay with they mommy'
apple,positive,'Thx Thx hypo D trix'
apple,negative,'RT I hear you Ive had trouble with my now Ive even turned down brightness andshuttingdownru'
twitter,neutral,'Thanks for the follow dont forget to add us to your Twitter list'
microsoft,neutral,'FreeSoftwareFoundation publicly warns of danger of implementing Microsoft Restrictedboot wo UEFI anonymous USDOR'
microsoft,irrelevant,Microsoft
twitter,irrelevant,'Buenas noches a todos ya casi fin d semana y maÑana clase a las ya el ultimo jalon twitter off'
apple,negative,'Correction Best Buy kudos to Chris Alamo Ranch SA TXfixed issues couldnt resolve after day w Hero of my day'
twitter,neutral,'i just realized if i have a ridiculously long name in twitter no one could reply to me hmm the possibilities'
microsoft,irrelevant,'RT Meest comfortabele Touch area voor tablets volgens onderzoek Microsoft augnl thumbsUp'
microsoft,irrelevant,'Microsoft portiert Enterprise BIApps auf iOS und Android ITespressode'
apple,positive,'Thank you My new gfiphones is great She does everything'
twitter,irrelevant,'MI NOVIA Y COSTUMBRE DE DEJARME DE SEGUIR EN TWITTER JAJJAA'
google,neutral,'RT and Announce the Galaxy Nexus Android ICS Icecreamsandwich Google Samsung'
google,negative,'Why is Google advertising Adwords Express on Bing Hmmm I know Ballmer is happy D Google your already a monopoly'
google,neutral,'New Galaxy Nexus App Improvements New visual voicemail within the phone app nexus samsung google android bitlynEJbyE'
twitter,positive,'But fb still sucks amp twitter beats it anyday'
apple,neutral,'Comparing the appsinterfaces can anyone imagine how could have done worse sadreally'
twitter,irrelevant,'Me identifico mas con TWITTER q con FACE xq aqui puedo expresar todo lo q siento x JUSTIN sin temor a ser criticada'
google,irrelevant,'necesito encontrar tantas respuestas que no las da ni google ni wikipedia entonces donde'
twitter,irrelevant,'Que conste quedo en el Twitter xD'
twitter,irrelevant,'Amiga le doy mi Bienvenida al Twitter Kisesessesesesesesese'
apple,negative,'I will never purchase another product for the rest of my life I am glad Steve Jobs is fucking dead MAY YOU FUCKING ROT IN HELL'
apple,negative,'Apparently fuzzball crashes on iOS Congratulations on another incompatible upgrade'
twitter,neutral,'Raza Abbas NumeroUno RazaNumeroUno thanks for following me on Twitter Happy Tweeting'
twitter,neutral,'Well Im kinda really bored right now time to waste some time reading quotes on twitter'
google,irrelevant,'según se un sentimiento google'
microsoft,irrelevant,'Recuerdan que Apple había comprado el dominio html com pues ahora es de Microsoft O Qué se traen estos'
twitter,negative,'WHY DFF IS TWITTER STILL LAGGIN ON SHOWIN WHO RETWEETS UR SHITT'
apple,neutral,'Stay hungry stay foolish Steve Jobs founder WinningWithEL'
twitter,neutral,'I just installed Twidroyd for Twitter on my Android Phone Its Free and you can mute users'
google,neutral,'Google To Begin Encrypting Searches Outbound Clicks By Default With SSL Search'
twitter,irrelevant,'RT TAXI twitter'
microsoft,negative,'With friends like Billgates and steveballmet at microsoft who needs enemies'
apple,negative,'Boy could make it any harder to put my purchased music from the cloud on to my new macbook pro You must authorize this computer'
apple,positive,'downloads of iOS are proving popular with users'
microsoft,irrelevant,'Busco más Desarrolladores C con experiencia también en Testing para proyecto en Microsoft net RRHH empleo'
microsoft,negative,'Nokia cooperation with Microsoft listed as the th riskiest business move of the year'
twitter,irrelevant,'probando la videollamada en facebookbuenooooo en esto si le ganaron a Twitter'
microsoft,neutral,'RT Microsoft Kinect brings playful learning to the Xbox Gaming'
google,neutral,'u should have a cast of Latina housewives WE have some pretty successful Latina Women in this world GOOGLE them'
apple,irrelevant,'che palle sto cacchio di WP di merda con un Whatsapp che funziona di cacca per colpa del sistema di notifica send me an iphone'
google,positive,'I want the new google galaxynexus Android is going to be the fucks'
apple,neutral,'SpeechTrans on App store listed as the best bidirectional Speech To Speech Translator Posts on Twitter'
twitter,neutral,'ihateitwhen i think of a cool twitby da tym i grab da fone load twitter i would have forgotten it dumbass'
apple,neutral,'U pick CameraIphones orCameraIpad'
google,irrelevant,'Google Google Galaxy Nexus Seite ist online TeaserVideo Caschys Blog Uhr und die Galaxy Nexus Seit'
apple,positive,'SO to for replacing my phone for free'
microsoft,neutral,'stage Toulouse Microsoft net SuperBote Win geeks Please RT'
twitter,neutral,'Best night inna while newbestfriends wish you kids had Twitter amaturehour'
apple,neutral,'RT fan Eric Holder spotted at the Genius Store'
twitter,irrelevant,'Lo Bueno de twitter es que no cualquier babos Tiene Claro que hay unos casos que'
microsoft,neutral,'Join Microsoft Experts in hr for a live technical chat on WindowsPhone Mango Live Tiles wpdev wp msteched'
microsoft,neutral,'Hm Cant decide if I should like it or not Microsoft OmniTouch'
google,neutral,'google Unwrapping Ice Cream Sandwich on the Galaxy Nexus'
twitter,neutral,'RT I dont know why I even bother checking FB anymore I stare for two minutes and just log off lol TwittergtFb'
apple,neutral,'balked at acquisition by My apps thank them'
microsoft,neutral,'still poor central management from Apple then microsoft'
microsoft,irrelevant,'Microsoft SystemCenter'
twitter,irrelevant,'el twitter es demasiado adictivo'
apple,irrelevant,'Teach Different iTeach Therefore iAm ipad stevejobs'
apple,positive,'the iPhone s is great genius'
apple,negative,'have been on the phone with and pretty much ever since then Really annoyed'
microsoft,negative,'Microsoft Dynamics NAV is a cesspit Extreme consultingware To be avoided'
twitter,neutral,'RT Need to step my twitter game Where is teamfollowback miami ff'
apple,positive,'iPhone S in Space this is amazing creative your products inspire people to do unbelievable things'
twitter,negative,'RT i better be able to see my RTs tomorrow twitter and tell that lil blue ass bird and fat ass over capacity whale to'
apple,neutral,'sells record M iPhoneS phones in first days'
microsoft,irrelevant,'RT Busco más Desarrolladores C con experiencia también en Testing para proyecto en Microsoft net'
twitter,irrelevant,'Skype geovannyacaro como en twitter'
microsoft,neutral,'Tool to allow users to apply DataQuality rules directly from MS Excel Learn more Excel Microsoft'
apple,irrelevant,'RT Las aplicaciones más populares para iPhone vía AppleWeblog iphone'
google,irrelevant,'Sistema de fotos panormicas na camera do icecream sandwich icecreamsandwich galaxynexus google samsung'
apple,negative,'why dont you guys test your upgrades before you put them out hrs u guys wasted of my time yesterday Thanks'
apple,neutral,'is it me or is begging ppl not to go iphone'
google,neutral,'RT Google Android ICS IceCreamSandwich'
apple,irrelevant,'Fullscreen berall nur der AppStore hat keine Option dafr Warum'
twitter,neutral,'Wowww Can watching Twitter trends help predict the future via'
microsoft,neutral,'Microsoft Announces Interactive TV For Childrens Games Story Books Xbox Microsoft family fb'
twitter,neutral,'RT The Worlds Most Tweeted Moments Link to Story Twitter'
twitter,irrelevant,'jaja yo tmb esoy como como no tengo ni perro ps minimo Twitter jaja'
apple,positive,'Is it just me or is iOS faster for the iPad'
google,neutral,'Samsung Galaxy Nexus Official Launches Worldwide November galaxynexus samsung google ics'
twitter,neutral,'gt RT twitter and Facebook gone get sumbody beat up mane everybody b so reckless'
apple,irrelevant,'mdr ouais une mauvaise expérience avec les vendeurs store ma fait hair liphone'
google,irrelevant,'Android IceCreamSandwich y el Galaxy Nexus no necesitas nada más samsung google'
twitter,irrelevant,'hey q pedo como vamos en TWITTER'
microsoft,neutral,'Microsoft announces two new Xbox holiday bundles'
apple,neutral,'Hey why is Siri not available for the Mac'
google,irrelevant,'Wat let je om die vraag te stellen bij Blik op de weg er is vast wel een site waar dat kan google'
apple,neutral,'RT Smart as hell The Great Tech War Of Fab Four'
google,positive,'Thank god Gmail app has been redesigned under Android Conversations automatically expanded Google Android ICS'
twitter,neutral,'NIGGAS B TALK REACLESS OVA TWITTER LIKE I DNT GOT DAT TOOL N MI TRUCK BASKETBALL OV COURSE'
google,positive,'iScream u scream v all scream android IceCreamSandwich A job well done by google and a major game changer in the mobile OS space'
twitter,neutral,'People that do this This Is My Twitter and pound everything Needs to delete their Twitter'
twitter,irrelevant,'Mais oooh Je Joke comme on dit sur twitter On papote demain Bises'
google,irrelevant,'me encanta sacarme dudas existenciales con respecto a la diferencia entre objetivamente y subjetivamente GRACIAS GOOGLE'
google,irrelevant,'RT GoogleGoogleGalaxy Nexus androidjp samsung google galaxynexus'
microsoft,neutral,'A ChildsEye View Of Microsofts Kinect For Kids solutions Kasper'
apple,positive,'Wow Great deals on refurbed iPad first gen models RT Apple offers great deals on refurbished stgen iPads'
google,positive,'Android Google Device Frame Generator Updated For Galaxy Nexus Your Screenshots Just Got Prettier DhilipSiva'
twitter,irrelevant,'recupere el twitter para mi iPODzombi EpicWin de nuevo'
